Year,Month,PACIFIC_comp_1,ATLANTIC_comp_1
1999,9,-0.159711,0.353623
1999,10,-0.212545,0.246381
1999,11,-0.247787,0.209441
1999,12,-0.293178,0.335742
2000,1,-0.280879,0.210367
2000,2,-0.223772,0.29774
2000,3,-0.126803,0.264471
2000,4,0.106694,0.28174
2000,5,0.0653,0.357163
2000,6,0.0217,0.28447
2000,7,0.036,0.254242
2000,8,0.0407,0.37621
2000,9,0.0468,0.26353
2000,10,-0.00622,0.223663
2000,11,-0.0555,0.094
2000,12,-0.0145,0.154626
2001,1,-0.0113,0.322448
2001,2,0.0208,0.258014
2001,3,0.208865,0.355789
2001,4,0.2817,0.427651
2001,5,0.282799,0.520958
2001,6,0.247522,0.442352
2001,7,0.244399,0.294272
2001,8,0.22102,0.309726
2001,9,0.203309,0.316639
2001,10,0.165248,0.35717
2001,11,0.141352,0.322155
2001,12,0.130376,0.25493
2002,1,0.124924,0.215094
2002,2,0.150689,0.209418
2002,3,0.322691,0.419081
2002,4,0.426015,0.297426
2002,5,0.382594,0.450405
2002,6,0.394237,0.32105
2002,7,0.365674,0.29198
2002,8,0.349231,0.323648
2002,9,0.425049,0.182347
2002,10,0.484305,0.337968
2002,11,0.550494,0.196496
2002,12,0.611026,0.390135
2003,1,0.489316,0.59026
2003,2,0.45267,0.606361
2003,3,0.444879,0.635976
2003,4,0.421329,0.512775
2003,5,0.247889,0.442607
2003,6,0.30076,0.370947
2003,7,0.332606,0.580774
2003,8,0.327655,0.730751
2003,9,0.341839,0.72271
2003,10,0.358639,0.688532
2003,11,0.413623,0.544529
2003,12,0.346426,0.61358
2004,1,0.356857,0.407579
2004,2,0.262773,0.278605
2004,3,0.290034,0.154008
2004,4,0.403679,0.0306
2004,5,0.337861,0.079
2004,6,0.270145,0.163453
2004,7,0.281933,0.308073
2004,8,0.326958,0.504001
2004,9,0.437458,0.581032
2004,10,0.410048,0.444441
2004,11,0.433249,0.448916
2004,12,0.441326,0.4934
2005,1,0.367138,0.539127
2005,2,0.327905,0.485409
2005,3,0.437769,0.58006
2005,4,0.439149,0.484411
2005,5,0.490077,0.271931
2005,6,0.437279,0.127397
2005,7,0.353538,0.306795
2005,8,0.320922,0.474893
2005,9,0.236982,0.510686
2005,10,0.112148,0.478091
2005,11,0.0314,0.381151
2005,12,0.012,0.400797
2006,1,-0.00674,0.341281
2006,2,0.0651,0.405025
2006,3,0.150813,0.490319
2006,4,0.255185,0.499735
2006,5,0.322393,0.474204
2006,6,0.30904,0.592261
2006,7,0.319122,0.506566
2006,8,0.395736,0.529814
2006,9,0.495143,0.523388
2006,10,0.55796,0.481953
2006,11,0.585816,0.419098
2006,12,0.595111,0.47888
2007,1,0.405436,0.482901
2007,2,0.33427,0.491017
2007,3,0.282247,0.459989
2007,4,0.317266,0.528398
2007,5,0.232364,0.504408
2007,6,0.291153,0.428673
2007,7,0.194595,0.423833
2007,8,0.0863,0.382623
2007,9,-0.0263,0.359992
2007,10,-0.208348,0.337069
2007,11,-0.315032,0.348453
2007,12,-0.286459,0.329215
2008,1,-0.363337,0.283507
2008,2,-0.385684,0.400272
2008,3,-0.216125,0.532296
2008,4,-0.0415,0.495947
2008,5,0.000804,0.625867
2008,6,0.0602,0.480227
2008,7,0.128798,0.506013
2008,8,0.184456,0.558349
2008,9,0.174454,0.500515
2008,10,0.0977,0.449394
2008,11,0.0328,0.260722
2008,12,-0.0152,0.338053
2009,1,-0.0446,0.333265
2009,2,0.0145,0.206784
2009,3,0.139886,0.292286
2009,4,0.259289,0.344717
2009,5,0.366532,0.505344
2009,6,0.516694,0.470091
2009,7,0.499139,0.495876
2009,8,0.509308,0.468475
2009,9,0.509043,0.474191
2009,10,0.543996,0.555264
2009,11,0.641247,0.53825
2009,12,0.713612,0.769816
2010,1,0.620539,0.922601
2010,2,0.578447,0.921611
2010,3,0.580826,1.05156
2010,4,0.578201,0.921983
2010,5,0.415595,0.72925
2010,6,0.220196,0.72121
2010,7,0.0131,0.608721
2010,8,-0.161749,0.538791
2010,9,-0.277693,0.539501
2010,10,-0.392229,0.574251
2010,11,-0.355491,0.512088
2010,12,-0.386401,0.580983
2011,1,-0.449446,0.567524
2011,2,-0.348092,0.599249
2011,3,-0.181477,0.555933
2011,4,-0.0565,0.550034
2011,5,0.0448,0.416775
2011,6,0.0754,0.288728
2011,7,0.0485,0.307894
2011,8,0.0124,0.401851
2011,9,-0.0473,0.382244
2011,10,-0.138827,0.384117
2011,11,-0.166157,0.0874
2011,12,-0.193374,-0.184859
2012,1,-0.159158,-0.0775
2012,2,0.0378,-0.115171
2012,3,0.13446,0.0954
2012,4,0.284582,0.0353
2012,5,0.30187,0.254022
2012,6,0.271515,0.288244
2012,7,0.304443,0.312823
2012,8,0.353524,0.381742
2012,9,0.336672,0.463081
2012,10,0.2886,0.380378
2012,11,0.327877,0.418217
2012,12,0.271032,0.439552
2013,1,0.132176,0.465441
2013,2,0.168438,0.36905
2013,3,0.273625,0.546825
2013,4,0.356313,0.510438
2013,5,0.276095,0.51432
2013,6,0.161117,0.311136
2013,7,0.150628,0.338142
2013,8,0.123452,0.458444
2013,9,0.198296,0.377803
2013,10,0.127953,0.431009
2013,11,0.208963,0.271528
2013,12,0.160471,0.353293
2014,1,0.0567,0.34335
2014,2,0.0654,0.464055
2014,3,0.299365,0.272064
2014,4,0.467328,0.378646
2014,5,0.538874,0.591224
2014,6,0.542891,0.486785
2014,7,0.466393,0.270514
2014,8,0.437991,0.407719
2014,9,0.430025,0.415397
2014,10,0.474513,0.485427
2014,11,0.529968,0.277559
2014,12,0.516636,0.231559
2015,1,0.431131,0.476738
2015,2,0.407881,0.369471
2015,3,0.528367,0.168397
2015,4,0.652889,0.313794
2015,5,0.729601,0.559159
2015,6,0.785561,0.287414
2015,7,0.870162,0.327107
2015,8,0.978078,0.321588
2015,9,1.08147,0.421217
2015,10,1.11113,0.656152
2015,11,1.10924,0.581476
2015,12,1.11082,0.745878
